ID,Category,Image_ID,Equation,Solution_Steps,Sign_Language,Sign_Text,Sign_Translation,Anomaly_Type,Anomaly_Score,Timestamp,Camera_ID,Confidence_Score,Bounding_Box_X,Bounding_Box_Y,Bounding_Box_Width,Bounding_Box_Height,Blur_Level,Brightness_Level,Contrast_Level,Noise_Level,Label
127,Security Camera Anomalies,IMG_9468,,,,,,Normal,0.52,2024-01-01 02:06:00,47.0,0.75,364,91,90,97,0.7577628264174167,0.8726672962358512,0.2765331261731738,0.1153784145584762,Incorrect
128,Handwritten Math Solutions,IMG_2006,x^2 + y^2 = 25,5.0,,,,,,2024-01-01 02:07:00,,0.57,238,141,140,56,0.8517779414371824,0.6145855643522251,0.7704225993941486,0.8852541990298776,Incorrect
129,Multi-lingual Street Signs,IMG_6925,,,Spanish,Stop,Limite de velocidad 50,,,2024-01-01 02:08:00,,0.68,336,167,147,75,0.7324387984802024,0.49416916348362183,0.5917822428742617,0.9545867006692935,Correct
130,Security Camera Anomalies,IMG_8941,,,,,,Loitering,0.18,2024-01-01 02:09:00,15.0,0.71,453,428,177,116,0.9820080075016876,0.48859180221310294,0.6282416062262342,0.23907726503962556,Correct
131,Multi-lingual Street Signs,IMG_9232,,,Spanish,Speed Limit 50,Alto,,,2024-01-01 02:10:00,,0.88,416,292,87,194,0.08458914300932208,0.832299283470481,0.2234005919985793,0.8190711721029716,Correct
132,Multi-lingual Street Signs,IMG_2419,,,Spanish,No Entry,Cédez le passage,,,2024-01-01 02:11:00,,0.7,481,212,193,57,0.6914471135460829,0.8288324281862858,0.38177295136982525,0.08473021073471398,Uncertain
133,Multi-lingual Street Signs,IMG_1134,,,French,Yield,Alto,,,2024-01-01 02:12:00,,0.61,490,317,123,192,0.4832965597227502,0.21704187743007075,0.8743137169144806,0.22644605018719965,Uncertain
134,Security Camera Anomalies,IMG_4060,,,,,,Loitering,0.08,2024-01-01 02:13:00,2.0,0.69,487,3,195,166,0.12266553980859451,0.2348485177262617,0.16778869401524166,0.08871530038405595,Incorrect
135,Multi-lingual Street Signs,IMG_2560,,,English,Speed Limit 50,禁止进入,,,2024-01-01 02:14:00,,0.77,405,107,140,94,0.6481263752945754,0.138849393330999,0.8103343837618122,0.6878939361566909,Correct
136,Security Camera Anomalies,IMG_2122,,,,,,Unauthorized Access,0.6,2024-01-01 02:15:00,20.0,0.78,189,92,52,96,0.3280970696456882,0.7643119976457317,0.003954781015857667,0.14664924131805623,Uncertain
137,Handwritten Math Solutions,IMG_8062,Σ(n=1 to ∞) 1/n^2,4.0,,,,,,2024-01-01 02:16:00,,0.98,280,479,105,58,0.09422411026661448,0.7068130321085022,0.06758762777455796,0.5658893944776557,Incorrect
138,Security Camera Anomalies,IMG_3868,,,,,,Normal,0.03,2024-01-01 02:17:00,13.0,0.67,217,383,78,100,0.8114758315685259,0.6336674020366898,0.7373362042331332,0.8337328244426693,Incorrect
139,Multi-lingual Street Signs,IMG_4271,,,English,No Entry,Alto,,,2024-01-01 02:18:00,,0.53,430,378,72,101,0.9371507961514518,0.8064522467136022,0.8161454850922413,0.5003980814605753,Uncertain
140,Handwritten Math Solutions,IMG_8603,∫ x dx,1.0,,,,,,2024-01-01 02:19:00,,0.84,70,339,149,165,0.44962128991856987,0.5206413260691906,0.21465754812355686,0.2944979852591979,Uncertain
141,Handwritten Math Solutions,IMG_7574,Σ(n=1 to ∞) 1/n^2,10.0,,,,,,2024-01-01 02:20:00,,0.74,27,109,130,113,0.14141161560488757,0.09227451745827842,0.017146665351917,0.3775787151125345,Incorrect
142,Security Camera Anomalies,IMG_1750,,,,,,Unauthorized Access,0.26,2024-01-01 02:21:00,23.0,0.67,345,426,171,160,0.953112613307339,0.32664760280077976,0.23394003277432052,0.5034860088875625,Incorrect
143,Security Camera Anomalies,IMG_8089,,,,,,Normal,0.33,2024-01-01 02:22:00,42.0,0.94,269,498,53,113,0.667882519885698,0.4034453157294934,0.04321980089893862,0.8379335648438335,Correct
144,Handwritten Math Solutions,IMG_4700,∫ x dx,4.0,,,,,,2024-01-01 02:23:00,,0.87,125,55,161,186,0.8786691980822169,0.4860884104119567,0.9016704169139291,0.7672276209094986,Incorrect
145,Multi-lingual Street Signs,IMG_5048,,,French,Yield,Alto,,,2024-01-01 02:24:00,,0.83,245,165,145,136,0.6730801165373027,0.8657687534098356,0.23959344549011907,0.3527569807969213,Incorrect
146,Security Camera Anomalies,IMG_6117,,,,,,Loitering,0.15,2024-01-01 02:25:00,21.0,0.56,364,156,103,100,0.1623617584720849,0.22426585328361714,0.20435272321950548,0.20443623184697224,Incorrect
147,Multi-lingual Street Signs,IMG_8438,,,French,Stop,Limite de velocidad 50,,,2024-01-01 02:26:00,,0.61,447,338,122,160,0.46487580225223,0.557413677427543,0.9536368886445477,0.8735700721898065,Correct
148,Handwritten Math Solutions,IMG_1548,x^2 + y^2 = 25,3.0,,,,,,2024-01-01 02:27:00,,0.86,381,481,68,77,0.3095601800675838,0.08622013418239716,0.7338579213969165,0.8657040219728481,Correct
149,Handwritten Math Solutions,IMG_4912,x^2 + y^2 = 25,8.0,,,,,,2024-01-01 02:28:00,,0.82,205,309,147,148,0.9418967533350956,0.678128013101141,0.6852368636060645,0.8232575514669703,Incorrect
150,Handwritten Math Solutions,IMG_8103,x^2 + y^2 = 25,9.0,,,,,,2024-01-01 02:29:00,,0.94,70,206,172,98,0.5326143937310076,0.5539622698558446,0.27529104648158387,0.6100996860621813,Incorrect
151,Multi-lingual Street Signs,IMG_8080,,,Spanish,Yield,Limite de velocidad 50,,,2024-01-01 02:30:00,,0.76,117,229,138,97,0.8859939959634776,0.7995357537926658,0.9764795085098037,0.88891471447657,Correct
152,Security Camera Anomalies,IMG_3070,,,,,,Unauthorized Access,0.23,2024-01-01 02:31:00,41.0,0.95,318,303,145,171,0.3498300567451794,0.06270161972957544,0.6503422734691982,0.6059364745787862,Correct
153,Handwritten Math Solutions,IMG_5143,∫ x dx,8.0,,,,,,2024-01-01 02:32:00,,0.87,460,227,116,120,0.35649194073498114,0.6492696467156928,0.3504464912344869,0.16005037385517973,Uncertain
154,Multi-lingual Street Signs,IMG_6324,,,Chinese,Yield,Limite de velocidad 50,,,2024-01-01 02:33:00,,0.6,290,35,78,62,0.6823161433467564,0.7229372744390882,0.5784130794451425,0.2485931243857874,Uncertain
155,Multi-lingual Street Signs,IMG_8859,,,French,Yield,Alto,,,2024-01-01 02:34:00,,0.92,489,54,162,161,0.7899704919830473,0.8261399508457994,0.26965064486050194,0.10496633585282378,Incorrect
156,Security Camera Anomalies,IMG_5343,,,,,,Unauthorized Access,0.7,2024-01-01 02:35:00,34.0,0.82,156,383,101,67,0.029095469912385208,0.6184454980126771,0.9462930071995924,0.8907304827625575,Incorrect
157,Handwritten Math Solutions,IMG_2500,∫ x dx,9.0,,,,,,2024-01-01 02:36:00,,0.71,325,475,115,56,0.697385917957796,0.9105562500363024,0.7443297403479948,0.5504750226976604,Incorrect
158,Handwritten Math Solutions,IMG_1549,∫ x dx,1.0,,,,,,2024-01-01 02:37:00,,0.78,455,126,118,129,0.14816983428804353,0.9780359768303839,0.9796028960031925,0.7467189086095813,Uncertain
159,Multi-lingual Street Signs,IMG_1567,,,English,Stop,Cédez le passage,,,2024-01-01 02:38:00,,0.53,477,330,145,164,0.9138192418603667,0.013217464414145175,0.03842905802129948,0.7570874943529032,Incorrect
160,Security Camera Anomalies,IMG_5163,,,,,,Loitering,0.41,2024-01-01 02:39:00,11.0,0.62,72,490,166,115,0.4518911413614305,0.2874585015922346,0.42155736263611887,0.4614545998858208,Incorrect
161,Handwritten Math Solutions,IMG_3053,x^2 + y^2 = 25,8.0,,,,,,2024-01-01 02:40:00,,0.79,32,328,100,97,0.7182890069583826,0.8077270050520283,0.3539401837940199,0.11332710569245719,Incorrect
162,Security Camera Anomalies,IMG_4259,,,,,,Normal,0.34,2024-01-01 02:41:00,3.0,0.97,124,259,146,106,0.4330686039063334,0.44930547427992473,0.9237335651250967,0.02701192621962456,Uncertain
163,Handwritten Math Solutions,IMG_1875,Σ(n=1 to ∞) 1/n^2,6.0,,,,,,2024-01-01 02:42:00,,0.78,75,61,178,103,0.8041269251968104,0.19667243455637762,0.35091934995992047,0.4589348635225877,Correct
164,Handwritten Math Solutions,IMG_1701,x^2 + y^2 = 25,10.0,,,,,,2024-01-01 02:43:00,,0.52,182,366,176,96,0.6576908913569786,0.8896767273141334,0.17850164322038709,0.24208672275813548,Incorrect
165,Handwritten Math Solutions,IMG_9461,x^2 + y^2 = 25,10.0,,,,,,2024-01-01 02:44:00,,0.59,460,93,126,118,0.341645427864524,0.4081778045547335,0.9385051352556972,0.09500941846943389,Uncertain
166,Handwritten Math Solutions,IMG_2055,Σ(n=1 to ∞) 1/n^2,2.0,,,,,,2024-01-01 02:45:00,,0.65,247,381,54,78,0.7903961712550376,0.42926281012322165,0.5950213735650418,0.22226346050846646,Incorrect
167,Security Camera Anomalies,IMG_9550,,,,,,Unauthorized Access,0.13,2024-01-01 02:46:00,36.0,0.88,364,129,168,108,0.9428829407090588,0.4978810328402259,0.28706317678048,0.8826140681187703,Correct
168,Multi-lingual Street Signs,IMG_6148,,,Spanish,Stop,Alto,,,2024-01-01 02:47:00,,0.61,343,321,55,145,0.6007857964075592,0.7660361616318003,0.06456113146209219,0.5279032685589983,Incorrect
169,Handwritten Math Solutions,IMG_3289,∫ x dx,8.0,,,,,,2024-01-01 02:48:00,,0.81,403,131,196,115,0.28510557420212046,0.16092857906584657,0.6016349285564768,0.9349010076542011,Uncertain
170,Handwritten Math Solutions,IMG_7835,Σ(n=1 to ∞) 1/n^2,1.0,,,,,,2024-01-01 02:49:00,,0.56,208,428,97,71,0.8244925733737466,0.9384189452099693,0.4780905575208383,0.184416443834709,Incorrect
171,Multi-lingual Street Signs,IMG_8698,,,Chinese,Stop,Cédez le passage,,,2024-01-01 02:50:00,,0.74,458,496,191,134,0.6255509599774141,0.38896625990040534,0.0763249123655102,0.09757784308925765,Uncertain
172,Multi-lingual Street Signs,IMG_1459,,,Chinese,No Entry,Cédez le passage,,,2024-01-01 02:51:00,,0.68,344,244,55,88,0.9738519783755789,0.1743384184428628,0.8043222638306221,0.4445141355753941,Uncertain
173,Multi-lingual Street Signs,IMG_8139,,,Spanish,Speed Limit 50,Cédez le passage,,,2024-01-01 02:52:00,,0.7,393,159,91,114,0.01637052576006459,0.04162572160677713,0.651119797285574,0.0678785854645586,Uncertain
174,Security Camera Anomalies,IMG_7488,,,,,,Normal,0.66,2024-01-01 02:53:00,12.0,0.75,57,437,151,95,0.5257257433144455,0.6010683781547649,0.9715144393249346,0.5969661025677293,Correct
175,Security Camera Anomalies,IMG_8538,,,,,,Unauthorized Access,0.1,2024-01-01 02:54:00,37.0,0.87,124,144,70,157,0.6281703032349467,0.43640462155833815,0.06082021676319238,0.3128280210116796,Uncertain
176,Handwritten Math Solutions,IMG_2731,x^2 + y^2 = 25,9.0,,,,,,2024-01-01 02:55:00,,0.64,54,376,161,69,0.8730251991221673,0.6641863962498598,0.3812065203068812,0.6780110878207752,Uncertain
177,Multi-lingual Street Signs,IMG_6879,,,Spanish,Yield,Cédez le passage,,,2024-01-01 02:56:00,,0.67,360,150,128,64,0.7689968678215198,0.05152911969595442,0.7616547793135754,0.9746989842961775,Correct
178,Security Camera Anomalies,IMG_9427,,,,,,Loitering,0.23,2024-01-01 02:57:00,36.0,0.91,414,57,145,51,0.7267008603319428,0.6294726653106074,0.26861274261191714,0.32187604560766325,Correct
179,Handwritten Math Solutions,IMG_7477,x^2 + y^2 = 25,10.0,,,,,,2024-01-01 02:58:00,,0.95,491,383,119,63,0.1880540636699155,0.3410845686666152,0.8398088555140235,0.34627338533017116,Correct
180,Handwritten Math Solutions,IMG_3325,Σ(n=1 to ∞) 1/n^2,9.0,,,,,,2024-01-01 02:59:00,,0.71,491,290,107,123,0.8773553900362842,0.9477278001426066,0.6155482911570075,0.6991870401833506,Incorrect
181,Handwritten Math Solutions,IMG_5361,∫ x dx,7.0,,,,,,2024-01-01 03:00:00,,0.83,284,138,150,97,0.8778940107876952,0.7109861154447922,0.2030113673306917,0.024648698850144535,Uncertain
182,Security Camera Anomalies,IMG_1527,,,,,,Normal,0.72,2024-01-01 03:01:00,48.0,0.88,436,323,132,166,0.2868676550163063,0.863985488937663,0.9633484032112462,0.8594153007882286,Uncertain
183,Multi-lingual Street Signs,IMG_2736,,,English,Yield,Alto,,,2024-01-01 03:02:00,,0.88,172,469,144,177,0.06993172242378254,0.13530173718964178,0.456106160702649,0.40368526874194544,Incorrect
184,Security Camera Anomalies,IMG_3810,,,,,,Unauthorized Access,0.31,2024-01-01 03:03:00,47.0,0.81,315,146,64,80,0.8981676828597481,0.980844739973768,0.15412100862600797,0.7776575979579081,Correct
185,Security Camera Anomalies,IMG_1476,,,,,,Unauthorized Access,0.97,2024-01-01 03:04:00,24.0,0.7,68,62,164,197,0.9787076925082081,0.11405051440500347,0.6173228110949563,0.6357857048629905,Correct
186,Multi-lingual Street Signs,IMG_2335,,,French,Yield,Cédez le passage,,,2024-01-01 03:05:00,,0.65,422,41,185,164,0.597801654866958,0.19393931687604526,0.7803304143112659,0.3497491137598914,Uncertain
187,Handwritten Math Solutions,IMG_5432,∫ x dx,5.0,,,,,,2024-01-01 03:06:00,,1.0,350,457,180,130,0.091794777822368,0.5744280250104105,0.430068586236953,0.24679423420957003,Correct
188,Security Camera Anomalies,IMG_3756,,,,,,Loitering,0.59,2024-01-01 03:07:00,3.0,0.62,373,187,70,186,0.7696650180588168,0.22079576079955188,0.531918110796353,0.7070373340521461,Uncertain
189,Security Camera Anomalies,IMG_2620,,,,,,Normal,0.89,2024-01-01 03:08:00,23.0,0.55,352,408,136,57,0.16116807807951694,0.28710990819659654,0.23570552289705093,0.368736888492606,Incorrect
190,Multi-lingual Street Signs,IMG_1583,,,Chinese,Yield,Alto,,,2024-01-01 03:09:00,,0.71,324,246,188,196,0.5407285468686454,0.4855808567256631,0.37430086188550415,0.12735395574636232,Incorrect
191,Handwritten Math Solutions,IMG_4643,Σ(n=1 to ∞) 1/n^2,6.0,,,,,,2024-01-01 03:10:00,,0.68,469,223,150,85,0.7565384309886565,0.8417562517448174,0.9799048657205935,0.8031856144280718,Uncertain
192,Security Camera Anomalies,IMG_5556,,,,,,Loitering,0.75,2024-01-01 03:11:00,9.0,0.91,441,9,146,112,0.8767721552966633,0.918040543327611,0.014207392206780356,0.706160364357377,Correct
193,Security Camera Anomalies,IMG_5085,,,,,,Unauthorized Access,0.57,2024-01-01 03:12:00,10.0,0.62,1,62,179,92,0.5155271707947054,0.2605799730338587,0.5563098999599183,0.3576140652958474,Incorrect
194,Multi-lingual Street Signs,IMG_9962,,,Spanish,Stop,Cédez le passage,,,2024-01-01 03:13:00,,0.67,387,84,129,159,0.6698930679841318,0.7819216809174456,0.1947042979466409,0.17811360426062517,Uncertain
195,Security Camera Anomalies,IMG_6395,,,,,,Loitering,0.43,2024-01-01 03:14:00,13.0,0.72,179,47,88,140,0.7138137252798594,0.6306049230434847,0.8175892970443371,0.1074916165711074,Correct
196,Security Camera Anomalies,IMG_2043,,,,,,Loitering,0.07,2024-01-01 03:15:00,34.0,0.94,229,164,139,86,0.5884919010999496,0.11877535610294498,0.7577381025292945,0.5553874639128566,Incorrect
197,Security Camera Anomalies,IMG_1155,,,,,,Unauthorized Access,0.63,2024-01-01 03:16:00,29.0,0.68,210,422,159,172,0.9818314656968525,0.9190801376499993,0.32879857061510476,0.8380458694282995,Correct
198,Handwritten Math Solutions,IMG_6437,∫ x dx,7.0,,,,,,2024-01-01 03:17:00,,0.8,165,456,188,149,0.3925293617716362,0.30804485478756405,0.17629614512454828,0.5126901691656095,Incorrect
199,Security Camera Anomalies,IMG_7908,,,,,,Unauthorized Access,0.83,2024-01-01 03:18:00,37.0,0.86,82,155,193,94,0.8672663454606988,0.3623410558314796,0.8065139660444227,0.42900266855601166,Incorrect
200,Security Camera Anomalies,IMG_8217,,,,,,Loitering,0.16,2024-01-01 03:19:00,32.0,0.64,273,437,192,80,0.5526712382091448,0.8528884668899617,0.5048453890027664,0.8897991222472955,Incorrect
201,Multi-lingual Street Signs,IMG_6171,,,Spanish,Speed Limit 50,Cédez le passage,,,2024-01-01 03:20:00,,0.95,273,275,130,175,0.49459803962112836,0.5057775791908948,0.2973019640729141,0.383499021184722,Correct
202,Handwritten Math Solutions,IMG_7496,Σ(n=1 to ∞) 1/n^2,10.0,,,,,,2024-01-01 03:21:00,,0.54,31,227,189,181,0.25843754515134987,0.38251527414868747,0.5267279781494746,0.21305926458311164,Uncertain
203,Handwritten Math Solutions,IMG_3693,x^2 + y^2 = 25,9.0,,,,,,2024-01-01 03:22:00,,0.58,197,406,162,117,0.5097390124852765,0.498704899971521,0.4706373082926999,0.28090654669318027,Incorrect
204,Security Camera Anomalies,IMG_3506,,,,,,Normal,0.61,2024-01-01 03:23:00,13.0,0.64,25,204,171,155,0.07041954914419246,0.5399337392693565,0.5826523422482291,0.10312457241900597,Incorrect
205,Multi-lingual Street Signs,IMG_9374,,,Spanish,Yield,Limite de velocidad 50,,,2024-01-01 03:24:00,,0.69,304,233,176,165,0.8130280239969003,0.34417377196410626,0.6167425299062832,0.8481044807074448,Incorrect
206,Security Camera Anomalies,IMG_1955,,,,,,Unauthorized Access,0.32,2024-01-01 03:25:00,26.0,0.88,192,182,190,178,0.8743915807082395,0.43642461292425416,0.9114577030966405,0.8202808624971198,Uncertain
207,Handwritten Math Solutions,IMG_2190,Σ(n=1 to ∞) 1/n^2,7.0,,,,,,2024-01-01 03:26:00,,0.91,253,431,172,196,0.053994904211432604,0.8662083647362604,0.3989065020057957,0.7203021970401687,Uncertain
208,Security Camera Anomalies,IMG_4012,,,,,,Loitering,0.86,2024-01-01 03:27:00,15.0,0.87,461,257,87,114,0.7579538976634058,0.8362573062093605,0.5990693751240881,0.9529485807328322,Correct
209,Security Camera Anomalies,IMG_2073,,,,,,Normal,1.0,2024-01-01 03:28:00,31.0,0.79,394,244,114,66,0.6457694363622117,0.2172108646501092,0.18685099087522294,0.008977563810819711,Incorrect
210,Multi-lingual Street Signs,IMG_9884,,,Chinese,Yield,Alto,,,2024-01-01 03:29:00,,0.82,428,100,54,164,0.5230495528595172,0.546614810260545,0.253863717421701,0.26705172824466905,Uncertain
211,Security Camera Anomalies,IMG_7275,,,,,,Unauthorized Access,0.18,2024-01-01 03:30:00,19.0,0.67,214,101,59,79,0.5269753944218528,0.8284119652592545,0.920373514884245,0.47335792361384044,Uncertain
212,Multi-lingual Street Signs,IMG_2600,,,French,Stop,禁止进入,,,2024-01-01 03:31:00,,0.98,208,60,78,191,0.6160291102402433,0.5659981871960812,0.9864220747050734,0.6855946268470378,Uncertain
213,Security Camera Anomalies,IMG_4631,,,,,,Loitering,0.43,2024-01-01 03:32:00,22.0,0.54,77,194,100,150,0.9424274830697333,0.7156052018235965,0.07478040077874859,0.8544702312057052,Correct
214,Handwritten Math Solutions,IMG_6025,x^2 + y^2 = 25,5.0,,,,,,2024-01-01 03:33:00,,0.7,413,235,170,126,0.600101934180688,0.4435797943773824,0.3679512458131957,0.28709460045253055,Correct
215,Security Camera Anomalies,IMG_9849,,,,,,Unauthorized Access,0.81,2024-01-01 03:34:00,33.0,0.53,344,215,149,192,0.1935424501294064,0.6245892296072889,0.3394809304694577,0.2019739911764974,Uncertain
216,Multi-lingual Street Signs,IMG_1736,,,Chinese,Stop,禁止进入,,,2024-01-01 03:35:00,,0.71,158,106,166,68,0.8383368831713369,0.7095356629287396,0.9504551018961949,0.5487865042407274,Incorrect
217,Security Camera Anomalies,IMG_5312,,,,,,Normal,0.48,2024-01-01 03:36:00,9.0,0.72,440,453,127,112,0.05197153209892191,0.5099182713200737,0.235739544528621,0.7783924760870019,Uncertain
218,Handwritten Math Solutions,IMG_8051,∫ x dx,3.0,,,,,,2024-01-01 03:37:00,,0.86,384,477,88,176,0.9699391843718634,0.5310107195262984,0.3652074631547395,0.08418906869787568,Correct
219,Security Camera Anomalies,IMG_7156,,,,,,Loitering,0.57,2024-01-01 03:38:00,8.0,0.61,203,24,113,180,0.9158039313213053,0.08929169559272043,0.999345884576179,0.3293949602184658,Incorrect
220,Security Camera Anomalies,IMG_8964,,,,,,Normal,0.03,2024-01-01 03:39:00,5.0,0.8,317,486,121,117,0.5644118008075908,0.35321919632453935,0.5789563885907251,0.650902232006384,Uncertain
221,Multi-lingual Street Signs,IMG_3975,,,English,No Entry,Alto,,,2024-01-01 03:40:00,,0.78,128,368,166,112,0.27404058726851477,0.5690385535615945,0.4309018521034075,0.44180279240002074,Incorrect
222,Security Camera Anomalies,IMG_2361,,,,,,Unauthorized Access,0.6,2024-01-01 03:41:00,16.0,0.7,394,391,186,121,0.23388878630208443,0.560937407438998,0.18403583277787805,0.5084219427016793,Incorrect
223,Multi-lingual Street Signs,IMG_7568,,,Spanish,No Entry,Limite de velocidad 50,,,2024-01-01 03:42:00,,0.64,106,262,151,66,0.9362834257203608,0.47809188043735495,0.5669670927871481,0.8345924572439792,Incorrect
224,Security Camera Anomalies,IMG_4262,,,,,,Normal,0.25,2024-01-01 03:43:00,49.0,0.83,337,302,118,109,0.8690007544676166,0.7109167256039571,0.2958438402676552,0.520449746249415,Incorrect
225,Security Camera Anomalies,IMG_1920,,,,,,Normal,0.6,2024-01-01 03:44:00,42.0,0.86,41,205,92,74,0.38219600194518677,0.30940250091186383,0.8227040889007661,0.609029419674893,Uncertain
226,Handwritten Math Solutions,IMG_1520,∫ x dx,4.0,,,,,,2024-01-01 03:45:00,,0.75,222,443,158,196,0.3100547429033125,0.9522938217801371,0.9850961209665545,0.5347069002722896,Incorrect
227,Handwritten Math Solutions,IMG_6776,Σ(n=1 to ∞) 1/n^2,9.0,,,,,,2024-01-01 03:46:00,,0.82,255,379,145,121,0.21602007756427455,0.7098645113175713,0.3171326695309554,0.2523373071033209,Incorrect
228,Multi-lingual Street Signs,IMG_4696,,,English,No Entry,Alto,,,2024-01-01 03:47:00,,0.86,382,1,84,90,0.16347591187786914,0.9025925836840654,0.44858201974417566,0.3336699562778658,Incorrect
229,Handwritten Math Solutions,IMG_5582,Σ(n=1 to ∞) 1/n^2,2.0,,,,,,2024-01-01 03:48:00,,0.96,106,495,147,79,0.7220187918803246,0.9001715298882178,0.5041880360512192,0.8065674404878261,Incorrect
230,Security Camera Anomalies,IMG_8221,,,,,,Normal,0.58,2024-01-01 03:49:00,6.0,0.7,215,62,106,58,0.14559954280809118,0.4900582710022512,0.8625059781744152,0.8400107525305199,Correct
